1	4.07445306986591	5.38920254057869
1.1	3.98411294397904	4.92763750672694
1.2	3.91376299029222	4.54288369340061
1.3	3.85746883651667	4.21756912471191
1.4	3.81132319198435	3.93914596133261
1.5	3.77267218236281	3.69833173626591
1.6	3.73966508364542	3.48811604504138
1.7	3.71098182249008	3.30310793069402
1.8	3.68566238036974	3.13909544125072
1.9	3.66299678346222	2.99274123780365
2	3.64245228420334	2.8613677354556
2.1	3.62362402920761	2.74280254606086
2.2	3.60620093789454	2.63526538912684
2.3	3.5899416580042	2.53728405991068
2.4	3.5746573350339	2.44763110781374
2.5	3.56019907571987	2.36527550657661
2.6	3.5464487005891	2.28934533181244
2.7	3.533311837285	2.21909862639188
2.8	3.52071270379946	2.15390043001027
2.9	3.50859012792563	2.09320450130543
3	3.496894482127	2.03653864928568
