1	1.85004117757633	7.88934261584003
1.1	1.8119039769839	7.17346836669687
1.2	1.78288297116636	6.57661321575413
1.3	1.76028910686662	6.07139105425789
1.4	1.74235614705608	5.63821494102152
1.5	1.72788525323461	5.26270652063041
1.6	1.71603956228966	4.93407329427698
1.7	1.7062205571567	4.64405676249274
1.8	1.69799102777377	4.38623018830891
1.9	1.69102558817039	4.15551755976064
2	1.6850780361233	3.94785653863613
2.1	1.67995930932588	3.75995751482452
2.2	1.67552228179088	3.58912825309868
2.3	1.67165107827197	3.4331442083857
2.4	1.66825343511475	3.29015121321639
2.5	1.66525515397804	3.15859148786686
2.6	1.66259601794174	3.03714670336693
2.7	1.66022674540337	2.92469368233279
2.8	1.65810669097562	2.82026958217723
2.9	1.65620209114494	2.72304427454017
3	1.6544847120239	2.63229824365767
3.1	1.65293079722538	2.54740475872741
3.2	1.65152024208215	2.46781538622431
3.3	1.65023594022728	2.39304813432353
3.4	1.64906326261521	2.32267768797993
3.5	1.64798963917087	2.25632731686148
3.6	1.64700422059675	2.19366213110056
3.7	1.64609760325446	2.13438343004891
3.8	1.64526160402678	2.0782239428264
3.9	1.64448907504649	2.02494380069835
4	1.64377375042372	1.97432711328728
